-2.286253356933593750e+02,-2.247187957763671875e+02,-2.325949554443359375e+02,-2.401836242675781250e+02,-2.280861968994140625e+02,-2.278908691406250000e+02,-2.550546722412109375e+02,-2.315788879394531250e+02,-2.042365264892578125e+02,-2.783186035156250000e+02,-2.665406188964843750e+02,-1.458560943603515625e+02,-2.782326965332031250e+02,-3.834765625000000000e+02,-2.493585777282714844e+01,-1.846389617919921875e+02,-8.909842529296875000e+02,9.730624389648437500e+02,6.224185546875000000e+03,9.346010742187500000e+03,6.224185546875000000e+03,9.744925537109375000e+02,-8.918670654296875000e+02,-1.851078643798828125e+02,-2.497492980957031250e+01,-3.842812500000000000e+02,-2.788656311035156250e+02,-1.460983581542968750e+02,-2.671422424316406250e+02,-2.788344116210937500e+02,-2.046819152832031250e+02,-2.320166168212890625e+02,-2.554921875000000000e+02,-2.281018676757812500e+02,-2.280862274169921875e+02,-2.398393554687500000e+02,-2.320010223388671875e+02,-2.241719055175781250e+02,-2.280471649169921875e+02,-2.279768524169921875e+02,-2.201950225830078125e+02,-2.240000305175781250e+02,-2.199684143066406250e+02,-2.161002502441406250e+02,-2.162252807617187500e+02,-2.123103942871093750e+02,-2.124432220458984375e+02,-2.086286010742187500e+02,-2.089023284912109375e+02,-2.049162750244140625e+02,-2.009857025146484375e+02,-2.010169372558593750e+02,-1.972503814697265625e+02,-1.933438110351562500e+02,-1.895778656005859375e+02,-1.895075531005859375e+02,-1.856237030029296875e+02,-1.818023071289062500e+02
-4.514299333095550537e-01,-3.424640893936157227e-01,-4.981295764446258545e-01,-5.448291897773742676e-01,-6.849283576011657715e-01,-9.651262164115905762e-01,-9.651265144348144531e-01,-1.120792388916015625e+00,-1.198624730110168457e+00,-9.651262164115905762e-01,-6.226619482040405273e-01,-1.556655049324035645e+00,-5.277059078216552734e+00,-1.555098819732666016e+01,-3.410631561279296875e+01,-5.314429092407226562e+01,-5.983792877197265625e+01,-4.936161041259765625e+01,-2.966987991333007812e+01,-1.092772388458251953e+01,1.587788462638854980e+00,9.013035774230957031e+00,1.287354183197021484e+01,1.536418819427490234e+01,1.746567535400390625e+01,1.799493408203125000e+01,1.702981376647949219e+01,1.581561851501464844e+01,1.519295501708984375e+01,1.421226406097412109e+01,1.302921199798583984e+01,1.262447834014892578e+01,1.189285469055175781e+01,1.105225372314453125e+01,1.060082530975341797e+01,1.002485942840576172e+01,9.153132438659667969e+00,7.798842430114746094e+00,7.113914489746093750e+00,6.740316867828369141e+00,6.257754802703857422e+00,5.666225433349609375e+00,5.199226856231689453e+00,5.043561935424804688e+00,4.981297492980957031e+00,4.965730667114257812e+00,4.732232093811035156e+00,4.701098442077636719e+00,4.047303199768066406e+00,3.735972642898559570e+00,3.844939470291137695e+00,4.436467170715332031e+00,4.343067169189453125e+00,4.031736850738525391e+00,2.568480730056762695e+00,2.054785013198852539e+00,1.276457190513610840e+00,1.105225205421447754e+00
2.325716465711593628e-01,2.511773705482482910e-01,2.604803442955017090e-01,5.953834652900695801e-01,1.181463718414306641e+00,9.023782014846801758e-01,2.418746650218963623e-01,-4.930520653724670410e-01,-1.162859320640563965e+00,-1.888482809066772461e+00,-2.865283966064453125e+00,-4.390956401824951172e+00,-6.753880500793457031e+00,-8.995872497558593750e+00,-1.070760917663574219e+01,-1.348917484283447266e+01,-2.195480918884277344e+01,-3.810466003417968750e+01,-5.437531661987304688e+01,-6.046865844726562500e+01,-5.181702041625976562e+01,-3.209498596191406250e+01,-1.065179061889648438e+01,5.135182857513427734e+00,1.465204334259033203e+01,1.880113029479980469e+01,2.002912330627441406e+01,1.985236740112304688e+01,1.950815391540527344e+01,1.909883117675781250e+01,1.795457458496093750e+01,1.686613273620605469e+01,1.604747962951660156e+01,1.508928203582763672e+01,1.397293281555175781e+01,1.322869777679443359e+01,1.266122150421142578e+01,1.188908195495605469e+01,1.109833621978759766e+01,1.069831085205078125e+01,1.014013576507568359e+01,8.930758476257324219e+00,7.795807838439941406e+00,7.842323303222656250e+00,8.363286018371582031e+00,7.888839721679687500e+00,7.051575183868408203e+00,6.688764095306396484e+00,6.177103042602539062e+00,4.865400791168212891e+00,3.925810337066650391e+00,3.860689878463745117e+00,3.767661333084106445e+00,3.144371509552001953e+00,2.548985481262207031e+00,2.604803085327148438e+00,2.437351226806640625e+00,1.618698954582214355e+00
1.305006265640258789e+00,1.492552876472473145e+00,1.492552518844604492e+00,1.789499402046203613e+00,1.484737992286682129e+00,1.187790155410766602e+00,5.782663226127624512e-01,1.250306814908981323e-01,4.376069903373718262e-01,8.439560532569885254e-01,1.609767913818359375e+00,2.617827177047729492e+00,3.883761405944824219e+00,4.618317604064941406e+00,4.915264606475830078e+00,3.250794649124145508e+00,-3.954089164733886719e+00,-1.891092300415039062e+01,-3.664965438842773438e+01,-4.360441970825195312e+01,-3.483672332763671875e+01,-1.811384773254394531e+01,-5.134068965911865234e+00,1.945788860321044922e+00,5.055926799774169922e+00,6.267159938812255859e+00,6.400004863739013672e+00,6.118684768676757812e+00,5.868623733520507812e+00,6.282790660858154297e+00,6.814170360565185547e+00,6.392189025878906250e+00,5.556046962738037109e+00,4.962151527404785156e+00,4.633945941925048828e+00,4.610504627227783203e+00,4.516729831695556641e+00,4.821489334106445312e+00,4.985592365264892578e+00,4.899633884429931641e+00,4.040050983428955078e+00,2.969474077224731445e+00,2.719414710998535156e+00,2.766301631927490234e+00,2.711602449417114258e+00,2.524054527282714844e+00,2.531868457794189453e+00,2.008302927017211914e+00,2.070817947387695312e+00,2.039560317993164062e+00,1.937974691390991211e+00,1.867643952369689941e+00,2.055189609527587891e+00,1.914530396461486816e+00,1.039316415786743164e+00,6.564105153083801270e-01,9.377282261848449707e-01,9.377289414405822754e-01
1.406593620777130127e-01,-3.438340127468109131e-01,-8.986572027206420898e-01,-6.095238924026489258e-01,-4.297924637794494629e-01,-2.735043168067932129e-01,1.562875136733055115e-02,-1.484737992286682129e-01,-8.048841953277587891e-01,-5.313799977302551270e-01,2.344322949647903442e-01,5.782664418220520020e-01,-3.438341617584228516e-01,-2.063004970550537109e+00,-6.767278194427490234e+00,-1.717610549926757812e+01,-3.311756515502929688e+01,-5.052016448974609375e+01,-6.466421508789062500e+01,-6.860270690917968750e+01,-5.759999847412109375e+01,-3.586039733886718750e+01,-1.418318176269531250e+01,8.595848083496093750e-02,9.338231086730957031e+00,1.589454364776611328e+01,2.015340995788574219e+01,2.252900123596191406e+01,2.361521148681640625e+01,2.329482078552246094e+01,2.263059425354003906e+01,2.235708808898925781e+01,2.249774551391601562e+01,2.184133148193359375e+01,2.027844619750976562e+01,1.843424224853515625e+01,1.750432205200195312e+01,1.678539085388183594e+01,1.579295539855957031e+01,1.483959484100341797e+01,1.401907825469970703e+01,1.281565761566162109e+01,1.190917873382568359e+01,1.151846027374267578e+01,1.054165554046630859e+01,8.799034118652343750e+00,7.283033847808837891e+00,6.861051082611083984e+00,6.657878875732421875e+00,6.251528263092041016e+00,5.384130001068115234e+00,4.508916378021240234e+00,4.282296180725097656e+00,3.930646896362304688e+00,3.399265289306640625e+00,2.695971488952636719e+00,2.250549793243408203e+00,1.406593561172485352e+00
2.031746208667755127e-01,4.532358944416046143e-01,7.579976320266723633e-01,6.251527667045593262e-01,3.203908205032348633e-01,2.656898498535156250e-01,6.407815217971801758e-01,1.047130942344665527e+00,1.062759041786193848e+00,8.439562320709228516e-01,6.564102172851562500e-01,1.328449606895446777e+00,1.922345042228698730e+00,2.617827177047729492e+00,3.524299621582031250e+00,5.915507793426513672e+00,1.301883792877197266e+01,3.124210739135742188e+01,5.527132034301757812e+01,6.575044250488281250e+01,5.154386138916015625e+01,2.340422630310058594e+01,6.564102768898010254e-01,-1.130746841430664062e+01,-1.633215904235839844e+01,-1.743399238586425781e+01,-1.645718955993652344e+01,-1.499588871002197266e+01,-1.422225570678710938e+01,-1.315949153900146484e+01,-1.201858234405517578e+01,-1.090893363952636719e+01,-1.011967563629150391e+01,-9.260082244873046875e+00,-8.806846618652343750e+00,-8.970949172973632812e+00,-9.283528327941894531e+00,-8.924062728881835938e+00,-8.392679214477539062e+00,-8.619300842285156250e+00,-8.728704452514648438e+00,-8.244207382202148438e+00,-7.767531871795654297e+00,-7.634682178497314453e+00,-7.329922199249267578e+00,-6.587553501129150391e+00,-6.790728092193603516e+00,-6.759468078613281250e+00,-6.470331192016601562e+00,-5.962398052215576172e+00,-5.829553604125976562e+00,-5.079368114471435547e+00,-4.110379219055175781e+00,-3.407084226608276367e+00,-3.250795364379882812e+00,-3.414896726608276367e+00,-3.133577823638916016e+00,-2.508425235748291016e+00
3.125763833522796631e-01,2.266178727149963379e-01,5.001221895217895508e-01,1.117460370063781738e+00,1.445666193962097168e+00,1.117460608482360840e+00,1.054945349693298340e+00,8.126981258392333984e-01,3.125764429569244385e-01,2.578755319118499756e-01,8.595840632915496826e-02,3.360196650028228760e-01,3.672772347927093506e-01,1.562882959842681885e-01,-5.157511830329895020e-01,-2.883516550064086914e+00,-1.149502372741699219e+01,-3.075761222839355469e+01,-5.153603744506835938e+01,-5.763125228881835938e+01,-4.522979736328125000e+01,-2.487334442138671875e+01,-9.181942939758300781e+00,-3.125761747360229492e-01,5.110624313354492188e+00,8.478640556335449219e+00,1.052602481842041016e+01,1.163568019866943359e+01,1.231553554534912109e+01,1.226865005493164062e+01,1.150283050537109375e+01,1.112773799896240234e+01,1.165130710601806641e+01,1.204202842712402344e+01,1.159660243988037109e+01,1.079953193664550781e+01,9.853984832763671875e+00,8.634931564331054688e+00,7.830041885375976562e+00,8.330166816711425781e+00,8.431754112243652344e+00,7.626868247985839844e+00,6.400005817413330078e+00,5.665449619293212891e+00,5.446647167205810547e+00,5.165328502655029297e+00,5.126255035400390625e+00,5.477905750274658203e+00,5.251286029815673828e+00,4.008791446685791016e+00,2.563125848770141602e+00,2.211478233337402344e+00,2.148961067199707031e+00,2.063003778457641602e+00,1.969231605529785156e+00,1.578510522842407227e+00,1.265934467315673828e+00,1.023687839508056641e+00
-3.594627976417541504e-01,-5.704520344734191895e-01,-4.610500633716583252e-01,-2.344313822686672211e-02,-2.109889686107635498e-01,-5.626375079154968262e-01,-5.860807299613952637e-01,-4.454214572906494141e-01,-9.377295970916748047e-01,-1.961417078971862793e+00,-1.601954579353332520e+00,-4.532352685928344727e-01,1.641023457050323486e-01,-4.766788780689239502e-01,-7.001714229583740234e+00,-3.010118484497070312e+01,-7.243954467773437500e+01,-1.164191436767578125e+02,-1.432694396972656250e+02,-1.458325347900390625e+02,-1.210765457153320312e+02,-7.225983428955078125e+01,-1.802004814147949219e+01,1.973924636840820312e+01,4.024425506591796875e+01,4.855093765258789062e+01,5.017632293701171875e+01,4.818368530273437500e+01,4.550332260131835938e+01,4.271357727050781250e+01,3.959567260742187500e+01,3.697003173828125000e+01,3.461791229248046875e+01,3.246897125244140625e+01,3.070289993286132812e+01,3.021059608459472656e+01,2.993708419799804688e+01,2.892121124267578125e+01,2.730362892150878906e+01,2.670973014831542969e+01,2.658470153808593750e+01,2.610020828247070312e+01,2.481082153320312500e+01,2.309946060180664062e+01,2.123962783813476562e+01,1.955952072143554688e+01,1.809821319580078125e+01,1.654314613342285156e+01,1.461297893524169922e+01,1.262029647827148438e+01,1.090893745422363281e+01,9.525781631469726562e+00,8.494272232055664062e+00,7.462769508361816406e+00,6.595366477966308594e+00,6.118686199188232422e+00,5.696705341339111328e+00,4.649575710296630859e+00
5.938950181007385254e-01,6.642247438430786133e-01,1.273748278617858887e+00,1.586325407028198242e+00,1.195605516433715820e+00,3.907204866409301758e-01,3.985348343849182129e-01,8.752138018608093262e-01,1.101831316947937012e+00,1.719170212745666504e+00,2.539682388305664062e+00,3.922834634780883789e+00,4.876193046569824219e+00,4.469843387603759766e+00,3.250793933868408203e+00,1.570696115493774414e+00,-6.446889877319335938e+00,-2.732706832885742188e+01,-5.311455154418945312e+01,-6.313260650634765625e+01,-4.979343414306640625e+01,-2.500618171691894531e+01,-4.524543762207031250e+00,6.845427989959716797e+00,1.265155506134033203e+01,1.393311500549316406e+01,1.280783557891845703e+01,1.054946804046630859e+01,8.627114295959472656e+00,7.228332996368408203e+00,6.009284973144531250e+00,4.844934463500976562e+00,4.579244613647460938e+00,4.962152481079101562e+00,4.977780818939208984e+00,5.243468761444091797e+00,5.673260211944580078e+00,6.204644203186035156e+00,6.345304965972900391e+00,6.509406089782714844e+00,6.642252445220947266e+00,6.454705238342285156e+00,5.782664775848388672e+00,5.001220703125000000e+00,4.907448768615722656e+00,4.587060928344726562e+00,3.664960384368896484e+00,2.860072374343872070e+00,2.313066005706787109e+00,2.047375202178955078e+00,1.758242607116699219e+00,2.039560556411743164e+00,2.656898975372314453e+00,2.750671148300170898e+00,2.430281400680541992e+00,1.555067658424377441e+00,1.031502127647399902e+00,9.142856597900390625e-01
1.914529919624328613e+00,1.750428080558776855e+00,1.844200730323791504e+00,1.601954936981201172e+00,8.361421823501586914e-01,1.250306963920593262e-01,-1.484737545251846313e-01,-1.094016134738922119e-01,9.377322345972061157e-02,1.406596750020980835e-01,-3.125750273466110229e-02,6.017097234725952148e-01,1.094017624855041504e+00,5.157514214515686035e-01,-5.235654115676879883e-01,-2.430280923843383789e+00,-8.353609085083007812e+00,-2.098174476623535156e+01,-3.586820220947265625e+01,-4.263542175292968750e+01,-3.638394546508789062e+01,-2.269310379028320312e+01,-1.061980056762695312e+01,-3.641514301300048828e+00,1.250305771827697754e-01,2.414651870727539062e+00,3.438340425491333008e+00,3.289866447448730469e+00,2.547496080398559570e+00,2.336510658264160156e+00,2.899146556854248047e+00,3.618072271347045898e+00,4.579243183135986328e+00,5.571674346923828125e+00,6.298415184020996094e+00,6.907942295074462891e+00,7.361174583435058594e+00,7.368990421295166016e+00,7.181446552276611328e+00,7.056412696838378906e+00,6.806352138519287109e+00,6.329671382904052734e+00,6.134315490722656250e+00,6.009286403656005859e+00,5.673263549804687500e+00,5.165328979492187500e+00,4.665202617645263672e+00,4.438583374023437500e+00,3.813430070877075195e+00,3.157022476196289062e+00,2.899145364761352539e+00,2.922589063644409180e+00,2.531869173049926758e+00,2.086447477340698242e+00,1.937973976135253906e+00,2.180219650268554688e+00,1.953602671623229980e+00,1.586325049400329590e+00
